,id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,yr_built,zipcode,lat,long,price,was_renovated_post90,has_basement,viewed,sale_month
7005,4239400920,2014-09-22,3,1,1090,2800,1.0,0.0,3,6,1950_to_1975,98092,47.3162,-122.18299999999999,149000.0,0,0,0,9
352,616000140,2015-01-26,3,1,1900,14400,1.0,0.0,4,7,1950_to_1975,98166,47.4147,-122.337,315000.0,0,1,0,1
13518,1003400155,2014-08-11,3,1,1100,7657,1.0,0.0,3,7,1950_to_1975,98188,47.4374,-122.285,233000.0,0,0,0,8
16309,267000170,2014-12-10,3,2,1640,12000,1.0,0.0,3,7,1950_to_1975,98008,47.6252,-122.104,575950.0,0,1,0,12
6236,7852110050,2014-06-25,3,2,2380,6832,2.0,0.0,3,8,1997_to_2015,98065,47.5372,-121.876,574000.0,0,0,0,6
12732,7247000035,2014-05-20,4,2,2180,28710,1.0,0.0,3,8,pre1950,98198,47.405,-122.288,210000.0,0,1,0,5
8946,59000201,2015-05-05,1,1,1940,6300,1.0,0.0,3,8,1950_to_1975,98116,47.5782,-122.4,611206.0,0,0,1,5
14025,8651402700,2014-10-28,2,1,1060,5144,1.0,0.0,5,6,1950_to_1975,98042,47.3613,-122.088,202950.0,0,0,0,10
20479,7625702264,2015-04-27,2,2,1110,1155,3.0,0.0,3,7,1997_to_2015,98136,47.5496,-122.38799999999999,399000.0,0,1,0,4
2920,7215721570,2015-05-05,3,2,1910,4941,2.0,0.0,3,8,1997_to_2015,98075,47.5989,-122.016,570000.0,0,0,0,5
15711,5693501100,2014-07-31,3,3,1560,1466,3.0,0.0,3,8,1997_to_2015,98103,47.6604,-122.352,640000.0,0,0,0,7
4644,1726069064,2015-03-24,2,1,1140,75132,1.0,0.0,3,7,1950_to_1975,98077,47.7349,-122.074,380000.0,0,0,0,3
661,9412200260,2014-11-13,4,2,2250,14440,1.0,0.0,3,7,1950_to_1975,98027,47.5221,-122.045,496500.0,0,1,0,11
16082,3226049530,2015-01-22,5,3,2010,7264,1.0,0.0,3,7,1975_to_1997,98103,47.6945,-122.33,465000.0,0,1,0,1
7057,327000050,2014-12-12,4,3,3860,7199,2.0,0.0,3,9,1997_to_2015,98115,47.6855,-122.26899999999999,1500000.0,0,1,1,12
10181,5273200060,2015-05-04,3,2,1750,5400,1.0,0.0,4,7,1950_to_1975,98115,47.6799,-122.279,716528.0,0,1,0,5
16690,2877102330,2014-05-16,4,2,2110,3750,2.0,0.0,3,8,1997_to_2015,98117,47.6789,-122.363,772000.0,0,0,0,5
4790,5412400170,2015-04-14,3,2,1390,7120,1.0,0.0,3,7,1975_to_1997,98030,47.3786,-122.179,259000.0,0,0,0,4
2356,7760400350,2014-12-05,3,2,1280,13356,1.0,0.0,3,7,1975_to_1997,98042,47.3715,-122.074,232000.0,0,0,0,12
11894,5151800045,2014-08-22,5,3,3847,17654,1.0,0.0,5,9,1950_to_1975,98003,47.3379,-122.322,810000.0,0,1,1,8
18311,1796370590,2015-03-05,3,2,1490,7599,1.0,0.0,3,7,1975_to_1997,98042,47.3687,-122.088,255000.0,0,0,0,3
21239,3814900660,2014-07-21,4,2,3281,5354,2.0,0.0,3,9,1997_to_2015,98092,47.3273,-122.163,471835.0,0,0,0,7
19811,7694200340,2014-10-16,4,2,2650,4120,2.0,0.0,3,8,1997_to_2015,98146,47.5019,-122.34,398651.0,0,0,0,10
17650,7153400100,2015-02-19,3,3,1780,15114,1.0,0.0,3,7,1975_to_1997,98003,47.258,-122.305,315000.0,0,1,0,2
13612,5561300540,2014-06-02,3,2,2770,39927,1.0,0.0,4,8,1975_to_1997,98027,47.4669,-122.00299999999999,492000.0,0,1,0,6
11787,6882510060,2014-08-25,4,2,1800,5070,1.0,0.0,5,7,1975_to_1997,98118,47.5303,-122.28,365000.0,0,1,0,8
10326,3579000800,2014-10-24,4,2,2600,9355,1.0,0.0,3,9,1975_to_1997,98028,47.7446,-122.249,509000.0,0,1,0,10
7179,8805400010,2015-02-26,3,1,1060,7246,1.0,0.0,4,6,1975_to_1997,98056,47.4936,-122.165,275500.0,0,0,0,2
15349,1441300130,2014-12-24,3,2,1610,8544,2.0,0.0,5,7,1975_to_1997,98038,47.3714,-122.054,319000.0,0,0,0,12
4109,8562700090,2014-11-11,3,2,1430,11761,1.0,0.0,4,8,1950_to_1975,98052,47.6686,-122.15700000000001,462600.0,0,0,0,11
514,9276201895,2014-08-20,3,2,1900,5000,1.0,0.0,5,7,1950_to_1975,98116,47.5789,-122.39299999999999,615000.0,0,1,0,8
894,643500030,2014-11-14,5,2,1710,7700,1.5,0.0,3,7,1950_to_1975,98007,47.5922,-122.146,431650.0,0,0,0,11
8601,6392002020,2015-03-24,3,2,1700,6500,1.0,0.0,3,8,1950_to_1975,98115,47.6837,-122.28399999999999,559000.0,0,0,0,3
16405,8818900250,2014-05-07,3,1,1340,4284,1.0,0.0,3,7,pre1950,98105,47.6633,-122.324,530000.0,0,1,0,5
21539,6821101731,2014-09-30,3,2,1230,1380,3.0,0.0,3,8,1997_to_2015,98199,47.6521,-122.4,549000.0,0,0,0,9
899,1923000160,2014-06-20,4,4,2970,14486,2.0,0.0,3,9,1975_to_1997,98040,47.5627,-122.215,905000.0,0,1,0,6
207,7465900060,2015-02-05,3,1,1010,5864,1.0,0.0,3,7,pre1950,98116,47.5733,-122.381,425000.0,0,0,0,2
20505,2768200210,2014-08-25,2,2,1320,1157,2.0,0.0,3,8,1997_to_2015,98107,47.6689,-122.363,499000.0,0,1,0,8
458,1742800030,2014-06-12,4,2,3140,9225,1.0,0.0,5,9,1950_to_1975,98055,47.4904,-122.226,578000.0,0,1,1,6
2430,6300000693,2014-12-02,2,2,850,1656,2.0,0.0,3,8,1997_to_2015,98133,47.7064,-122.344,233000.0,0,0,0,12
13629,622049106,2014-12-02,6,2,3370,15625,1.0,0.0,3,8,1950_to_1975,98166,47.4223,-122.34299999999999,570000.0,0,1,0,12
3389,1917300025,2015-01-27,2,1,860,6000,1.0,0.0,3,6,pre1950,98022,47.2109,-121.985,122000.0,0,0,0,1
3911,1133000542,2014-08-05,3,2,1670,9500,1.0,0.0,3,7,1975_to_1997,98125,47.7253,-122.309,425000.0,0,1,0,8
552,4025300135,2015-05-08,3,2,1790,9813,2.0,0.0,3,7,pre1950,98155,47.748999999999995,-122.305,451000.0,0,0,0,5
19528,2558670110,2014-08-29,3,2,1700,7650,1.0,0.0,4,7,1950_to_1975,98034,47.7214,-122.166,419000.0,0,1,0,8
6917,1115100169,2014-12-03,3,2,1900,7076,1.0,0.0,3,7,1975_to_1997,98155,47.7569,-122.32600000000001,315000.0,0,1,0,12
1925,2113700335,2015-04-08,3,2,1460,6360,1.0,0.0,3,7,1975_to_1997,98106,47.5311,-122.353,316500.0,0,1,1,4
17018,2475900170,2015-04-29,4,1,2300,9583,1.0,0.0,3,6,pre1950,98024,47.5671,-121.89,303000.0,0,1,0,4
6082,126049169,2014-08-28,3,2,1540,61419,1.0,0.0,3,7,1950_to_1975,98028,47.7663,-122.228,450000.0,0,0,0,8
20847,7658600081,2014-09-19,2,3,1950,1610,3.0,0.0,3,8,1997_to_2015,98144,47.5925,-122.302,555000.0,0,0,0,9
18279,114100758,2014-10-22,2,1,960,112384,1.0,0.0,3,7,1950_to_1975,98028,47.7642,-122.234,420000.0,0,0,0,10
105,1328310370,2015-04-02,3,2,2340,10005,1.0,0.0,4,8,1975_to_1997,98058,47.4431,-122.133,375000.0,0,1,0,4
3041,7595700025,2014-07-25,2,1,990,4920,1.0,0.0,3,6,pre1950,98117,47.6939,-122.368,430000.0,0,0,0,7
16369,3876313260,2015-02-18,3,2,1790,15142,1.0,0.0,3,7,1975_to_1997,98072,47.7362,-122.17200000000001,415000.0,0,1,0,2
10361,3863800030,2015-03-31,3,2,980,7770,1.0,0.0,4,7,1950_to_1975,98033,47.6923,-122.20100000000001,463800.0,0,0,0,3
18093,6675500112,2015-04-14,3,1,960,7218,1.0,0.0,4,7,1950_to_1975,98034,47.7278,-122.226,330000.0,0,0,0,4
89,3869900162,2014-09-04,2,2,1030,1066,2.0,0.0,3,7,1997_to_2015,98136,47.5394,-122.387,335000.0,0,1,0,9
15525,1214000080,2014-06-26,3,1,1750,7800,1.0,0.0,4,7,1950_to_1975,98166,47.4596,-122.34299999999999,329950.0,0,1,0,6
10433,1775500310,2015-01-21,4,2,3060,94089,1.0,0.0,3,8,1950_to_1975,98072,47.744,-122.087,455000.0,0,0,0,1
19558,558100065,2014-10-03,2,1,780,8160,1.0,0.0,4,6,1950_to_1975,98133,47.7356,-122.34,254922.0,0,0,0,10
17301,7520000020,2014-05-23,4,1,1450,8960,1.0,0.0,3,6,pre1950,98146,47.4972,-122.348,244000.0,0,0,0,5
14451,2976800145,2015-04-06,4,2,2010,10816,1.0,0.0,3,7,1950_to_1975,98178,47.5048,-122.251,260000.0,0,1,0,4
18333,9558041130,2014-09-03,3,2,1870,3584,2.0,0.0,3,8,1997_to_2015,98058,47.4521,-122.12100000000001,345000.0,0,0,0,9
12236,1546600125,2014-07-03,3,2,1980,10115,1.0,0.0,3,8,1950_to_1975,98005,47.6384,-122.17399999999999,640000.0,0,0,0,7
14056,1003000175,2014-12-22,3,1,980,7606,1.0,0.0,3,7,1950_to_1975,98188,47.4356,-122.29,221000.0,0,0,0,12
6368,8662500130,2014-12-09,4,2,1790,5257,2.0,0.0,3,7,1975_to_1997,98030,47.3849,-122.204,251100.0,0,0,0,12
16385,7956300020,2014-06-03,3,1,1060,9600,1.0,0.0,4,6,1950_to_1975,98023,47.2878,-122.35799999999999,206000.0,0,0,0,6
9127,372000040,2014-10-03,3,2,1720,6000,1.0,0.0,3,7,1950_to_1975,98178,47.4999,-122.223,304000.0,0,1,1,10
8905,822059038,2014-07-31,6,4,2810,11214,1.0,0.0,3,8,1950_to_1975,98031,47.4045,-122.197,290000.0,0,0,0,7
2720,7203101580,2014-07-24,3,2,1740,4948,2.0,0.0,3,7,1997_to_2015,98053,47.6966,-122.025,410000.0,0,0,0,7
16019,8682282210,2015-04-17,2,2,1900,3690,2.0,0.0,3,8,1997_to_2015,98053,47.7082,-122.01899999999999,541500.0,0,0,0,4
13621,5104520720,2014-09-30,4,2,1770,9239,2.0,0.0,3,7,1997_to_2015,98038,47.3512,-122.006,353500.0,0,0,0,9
8783,1370801020,2014-07-09,4,2,2920,5500,1.0,0.0,3,10,1950_to_1975,98199,47.6406,-122.412,1250000.0,0,1,1,7
15822,2597450250,2014-07-30,4,2,3860,10361,2.0,0.0,4,10,1975_to_1997,98006,47.5517,-122.147,1160000.0,0,1,1,7
21414,2838000180,2015-02-20,3,2,2230,4006,2.0,0.0,3,8,1997_to_2015,98133,47.73,-122.335,700000.0,0,0,0,2
19501,1189000180,2014-09-10,2,1,1510,3360,1.0,0.0,3,7,pre1950,98122,47.6135,-122.29700000000001,525000.0,0,1,0,9
21049,1498301048,2014-05-08,2,1,860,1277,2.0,0.0,3,7,1997_to_2015,98144,47.5842,-122.314,321950.0,0,0,0,5
10640,7893205525,2014-05-27,5,1,1410,6400,1.0,0.0,5,7,1950_to_1975,98198,47.4207,-122.334,295832.0,0,1,0,5
9768,2009000830,2014-07-08,4,4,3440,6000,2.0,0.0,4,8,1997_to_2015,98198,47.4077,-122.331,455000.0,0,0,0,7
13399,624069003,2015-01-02,4,3,2970,59677,1.0,0.0,4,8,1950_to_1975,98075,47.5953,-122.08,829000.0,0,1,1,1
3762,3876301140,2014-11-05,5,2,3550,7992,2.0,0.0,3,8,1950_to_1975,98034,47.7285,-122.179,575000.0,0,0,0,11
213,4014400292,2015-01-14,3,2,2714,17936,2.0,0.0,3,9,1997_to_2015,98001,47.3185,-122.275,465000.0,0,0,0,1
17162,3763300005,2014-05-20,4,2,1870,9680,1.0,0.0,4,7,1950_to_1975,98034,47.7157,-122.234,325000.0,0,1,0,5
19880,7852120140,2014-06-10,4,4,3510,9364,2.0,0.0,3,10,1997_to_2015,98065,47.54,-121.876,695000.0,0,0,0,6
18427,1870400615,2015-03-09,5,2,2240,4750,1.0,0.0,4,7,pre1950,98115,47.6727,-122.29299999999999,635000.0,0,1,0,3
8920,8562901910,2014-07-30,3,2,2590,21494,2.0,0.0,4,8,1975_to_1997,98074,47.6139,-122.061,815000.0,0,0,0,7
6154,2893000280,2015-05-01,3,2,2200,7700,1.0,0.0,3,7,1950_to_1975,98031,47.4119,-122.181,216600.0,0,1,0,5
8357,8024200625,2015-02-05,3,1,1050,6002,1.0,0.0,3,7,pre1950,98115,47.6988,-122.316,414500.0,0,1,0,2
17773,7010700936,2014-06-13,3,2,2860,4442,2.0,0.0,3,8,1997_to_2015,98199,47.661,-122.396,799000.0,0,0,0,6
4167,492000475,2014-12-11,4,2,2010,7561,1.5,0.0,4,7,pre1950,98002,47.31100000000001,-122.227,245000.0,0,1,0,12
16967,6146600420,2015-02-24,3,1,1030,12700,1.0,0.0,4,5,pre1950,98032,47.3877,-122.236,229950.0,0,0,0,2
21581,191100405,2015-04-21,4,3,3410,10125,2.0,0.0,3,10,1997_to_2015,98040,47.5653,-122.223,1580000.0,0,0,0,4
5109,510002995,2015-04-07,4,1,1640,4200,1.5,0.0,3,7,pre1950,98103,47.6601,-122.33200000000001,832600.0,0,0,0,4
8712,924000040,2014-08-14,2,1,820,8370,1.0,0.0,4,7,pre1950,98177,47.7256,-122.361,324000.0,0,0,0,8
1763,2473350710,2014-10-27,4,2,2330,8364,1.0,0.0,4,8,1950_to_1975,98058,47.4568,-122.146,390000.0,0,0,0,10
18259,5078400210,2014-06-16,4,2,2220,9496,1.0,0.0,4,7,1950_to_1975,98004,47.6233,-122.206,921000.0,0,1,0,6
13547,7237301010,2015-02-18,3,2,2200,4240,2.0,0.0,3,7,1997_to_2015,98042,47.3715,-122.12700000000001,290000.0,0,0,0,2
11536,8929000140,2014-06-23,4,2,1540,1860,2.0,0.0,3,8,1997_to_2015,98029,47.5521,-121.999,491234.0,0,0,0,6
15069,9211520020,2014-08-22,3,2,1940,9560,2.0,0.0,3,7,1975_to_1997,98023,47.2998,-122.387,283748.0,0,0,0,8
3224,2354300740,2015-03-03,3,1,1580,6000,1.0,0.0,5,7,pre1950,98027,47.5286,-122.03200000000001,551000.0,0,0,0,3
526,7202331420,2014-06-20,4,2,3040,6587,2.0,0.0,3,7,1997_to_2015,98053,47.683,-122.039,650000.0,0,0,0,6
15251,8911000425,2014-09-18,2,1,1130,8081,1.0,0.0,4,7,pre1950,98133,47.7064,-122.355,345000.0,0,0,0,9
19330,2597530650,2014-08-15,3,2,2970,9600,2.0,0.0,3,9,1975_to_1997,98006,47.5422,-122.132,820000.0,0,0,0,8
12091,1137610140,2014-06-10,3,2,2340,5957,2.0,0.0,3,8,1975_to_1997,98028,47.7347,-122.236,505000.0,0,0,0,6
5655,3886000010,2014-08-21,2,2,1470,2533,2.0,0.0,3,8,1997_to_2015,98033,47.6874,-122.165,487000.0,0,0,0,8
8884,2600010360,2015-03-09,3,2,1800,10950,1.0,0.0,4,8,1975_to_1997,98006,47.556999999999995,-122.163,440000.0,0,0,0,3
6059,7287100177,2015-02-25,4,2,2740,12106,1.0,0.0,3,8,1975_to_1997,98133,47.7648,-122.355,525000.0,0,1,0,2
17343,4154304505,2014-09-19,2,1,2240,7200,1.0,0.0,4,7,pre1950,98118,47.5631,-122.271,435000.0,0,1,0,9
6342,5422560470,2014-12-03,3,2,1650,6408,2.0,0.0,4,8,1975_to_1997,98052,47.6638,-122.12799999999999,440000.0,0,0,0,12
20017,9211010900,2014-06-18,4,2,3250,5000,2.0,0.0,3,8,1997_to_2015,98059,47.4988,-122.148,580000.0,0,0,0,6
13997,8651442060,2014-06-11,3,2,1570,4875,1.0,0.0,4,7,1975_to_1997,98042,47.3621,-122.094,214950.0,0,1,0,6
17434,7806210250,2015-04-06,4,2,1920,9350,1.0,0.0,4,7,1975_to_1997,98002,47.292,-122.195,235000.0,0,1,0,4
8782,5067400032,2014-12-05,3,2,3070,14400,1.0,0.0,5,9,1975_to_1997,98198,47.3716,-122.321,550000.0,0,1,1,12
8711,662310620,2014-08-26,3,2,2850,12593,2.0,0.0,3,9,1975_to_1997,98023,47.2848,-122.345,364988.0,0,0,0,8
3380,8807900236,2014-12-19,1,1,630,1362,1.0,0.0,3,7,pre1950,98109,47.6342,-122.34200000000001,430000.0,0,0,0,12
3676,2522069064,2014-10-27,2,1,1220,7250,1.0,0.0,4,6,pre1950,98010,47.3585,-121.975,135000.0,0,0,0,10
6573,321049090,2014-06-26,5,2,2080,16117,1.0,0.0,5,7,1950_to_1975,98001,47.3424,-122.289,254000.0,0,1,0,6
1607,3832310350,2014-10-21,3,2,1100,7224,1.0,0.0,3,7,1975_to_1997,98032,47.3717,-122.277,229900.0,0,0,0,10
21594,1523300141,2014-06-23,2,1,1020,1350,2.0,0.0,3,7,1997_to_2015,98144,47.5944,-122.29899999999999,402101.0,0,0,0,6
15883,3158500130,2014-08-21,4,2,2680,4500,2.0,0.0,3,8,1997_to_2015,98038,47.3561,-122.056,379950.0,0,0,0,8
19440,2108500110,2015-04-15,3,2,2120,9804,2.0,0.0,3,7,1975_to_1997,98042,47.3596,-122.16,278000.0,0,0,0,4
15522,8122101440,2014-07-08,2,1,800,7260,1.0,0.0,3,7,1950_to_1975,98126,47.5359,-122.367,325000.0,0,0,0,7
1980,7298020240,2014-05-09,4,2,2600,11951,2.0,0.0,3,10,1975_to_1997,98023,47.3053,-122.34,402500.0,0,0,0,5
11425,7201900370,2015-05-05,3,1,1250,8412,1.0,0.0,4,7,1950_to_1975,98052,47.7012,-122.131,440000.0,0,0,0,5
19982,2771101921,2014-12-11,2,2,1000,1251,2.0,0.0,3,7,1997_to_2015,98199,47.6529,-122.384,377000.0,0,1,0,12
17317,7852010950,2014-10-20,4,2,2550,5835,2.0,0.0,3,8,1997_to_2015,98065,47.5373,-121.87,543500.0,0,0,0,10
12155,1446404015,2014-06-20,2,1,860,6600,1.0,0.0,5,6,pre1950,98168,47.4878,-122.324,200000.0,0,0,0,6
12857,6150200180,2014-07-21,2,1,850,6800,1.0,0.0,3,7,pre1950,98133,47.7282,-122.337,290000.0,0,0,0,7
7424,7156200005,2015-04-02,3,1,1740,9163,1.0,0.0,3,7,1950_to_1975,98125,47.705,-122.29899999999999,575000.0,0,0,0,4
5626,7852010290,2014-07-10,4,2,3340,8930,2.0,0.0,3,10,1997_to_2015,98065,47.535,-121.867,720000.0,0,0,1,7
1682,9542000075,2015-03-27,3,2,2000,14733,1.0,0.0,4,8,1950_to_1975,98005,47.6001,-122.178,700000.0,0,0,0,3
16133,8854000010,2014-08-12,5,3,3160,10059,2.0,0.0,3,10,1975_to_1997,98011,47.7477,-122.21700000000001,540000.0,0,1,0,8
16335,3528000290,2014-06-09,4,2,2610,33206,2.0,0.0,3,10,1975_to_1997,98053,47.6662,-122.057,743700.0,0,0,0,6
6446,2473390440,2014-12-02,3,2,1900,8125,1.0,0.0,3,7,1950_to_1975,98058,47.4564,-122.162,340000.0,0,1,0,12
988,3904910320,2015-02-25,3,2,1670,5004,2.0,0.0,3,8,1975_to_1997,98029,47.5688,-122.01700000000001,484950.0,0,0,0,2
15083,9550204620,2015-05-12,3,2,1720,3825,1.5,0.0,3,7,pre1950,98105,47.666000000000004,-122.32700000000001,475000.0,0,0,0,5
11645,2195700270,2014-06-27,3,2,2610,35000,2.0,0.0,3,10,1975_to_1997,98072,47.7377,-122.101,665000.0,0,0,0,6
19280,2450000165,2014-06-18,3,2,1320,8114,1.0,0.0,3,8,1950_to_1975,98004,47.5827,-122.195,650000.0,0,0,0,6
11722,7967700570,2015-03-02,3,2,1350,6775,1.0,0.0,3,7,1975_to_1997,98032,47.3593,-122.289,245000.0,0,1,0,3
3093,3438500625,2014-05-19,3,1,1080,21043,1.0,0.0,3,6,pre1950,98106,47.5515,-122.35700000000001,210000.0,0,0,0,5
19539,3379200100,2014-05-23,4,2,2210,6080,1.0,0.0,4,8,1950_to_1975,98178,47.4915,-122.228,334000.0,0,1,1,5
13261,625049318,2014-08-04,4,2,1820,7626,1.0,0.0,5,7,pre1950,98103,47.6878,-122.34200000000001,605000.0,0,1,0,8
13998,7129301445,2014-06-25,4,3,2310,5650,1.0,0.0,3,8,1950_to_1975,98118,47.51300000000001,-122.25200000000001,450000.0,0,1,1,6
18207,4345000490,2014-12-02,3,2,1770,7336,2.0,0.0,3,7,1975_to_1997,98030,47.3639,-122.185,270000.0,0,0,0,12
17482,2817850290,2014-12-01,3,2,1790,7879,1.5,0.0,3,7,1997_to_2015,98001,47.2634,-122.289,258000.0,0,0,0,12
10396,1778350160,2014-07-10,5,3,4230,10260,2.0,0.0,3,10,1975_to_1997,98027,47.5503,-122.081,847700.0,0,1,0,7
2844,5561400740,2015-02-10,5,3,4300,50405,2.0,0.0,3,8,1950_to_1975,98027,47.4615,-122.0,593500.0,0,1,0,2
9078,9165100230,2014-12-22,3,2,2150,3880,1.0,0.0,3,8,1950_to_1975,98117,47.6814,-122.39200000000001,575000.0,0,1,0,12
3342,2734101055,2014-10-01,3,1,1790,6000,1.5,0.0,2,8,pre1950,98108,47.5448,-122.32,425000.0,0,0,0,10
16422,6401700010,2014-08-19,3,2,1510,6597,1.0,0.0,4,6,pre1950,98144,47.5938,-122.315,410000.0,0,1,0,8
6540,8805900080,2015-04-30,3,2,1840,2825,1.0,0.0,3,7,pre1950,98112,47.6428,-122.302,750000.0,0,1,0,4
14288,7303100210,2014-05-27,4,2,1810,4970,2.0,0.0,3,7,1997_to_2015,98059,47.5003,-122.156,355000.0,0,0,0,5
3356,9158800090,2014-07-03,4,2,2230,7200,1.0,0.0,4,7,1950_to_1975,98133,47.7648,-122.33,400000.0,0,1,0,7
13025,1770000330,2014-10-03,4,3,2630,15000,1.0,0.0,4,7,1975_to_1997,98072,47.7425,-122.089,500000.0,0,1,0,10
11745,9133600135,2015-02-11,4,2,1800,14722,1.0,0.0,3,7,1950_to_1975,98055,47.4874,-122.223,160000.0,0,1,0,2
11801,4397010350,2015-01-26,4,2,2490,9346,2.0,0.0,3,9,1975_to_1997,98042,47.3831,-122.147,364900.0,0,0,1,1
7813,6300000212,2015-02-18,2,2,920,1458,2.0,0.0,3,7,1975_to_1997,98133,47.7081,-122.34200000000001,265000.0,0,0,0,2
21321,993001976,2014-08-18,3,2,1250,871,3.0,0.0,3,8,1997_to_2015,98103,47.6907,-122.34299999999999,344000.0,0,0,0,8
2428,4024101052,2014-12-17,3,1,1240,6090,1.0,0.0,4,7,pre1950,98155,47.7542,-122.307,305500.0,0,0,0,12
11939,7849202220,2014-07-17,2,2,1740,6620,1.5,0.0,3,8,1997_to_2015,98065,47.526,-121.82799999999999,350000.0,0,0,0,7
17070,8576400050,2014-05-09,4,2,2170,10500,1.0,0.0,4,8,1950_to_1975,98166,47.4394,-122.338,431000.0,0,1,1,5
4799,871001735,2014-09-11,4,2,1910,5120,1.0,0.0,3,8,1950_to_1975,98199,47.6534,-122.40899999999999,650000.0,0,1,0,9
16378,3896100130,2014-06-17,3,2,2880,7599,1.0,0.0,3,9,1950_to_1975,98033,47.6938,-122.215,1540000.0,1,1,1,6
11383,8732190200,2015-01-15,4,2,2490,7233,1.0,0.0,3,8,1975_to_1997,98023,47.3115,-122.396,275000.0,0,1,0,1
19136,4123820450,2014-05-07,3,2,1830,13042,2.0,0.0,3,8,1975_to_1997,98038,47.3738,-122.042,375000.0,0,0,0,5
8073,1545807810,2014-10-21,1,1,670,7957,1.0,0.0,4,6,1975_to_1997,98038,47.3594,-122.056,118000.0,0,0,0,10
14859,5016001325,2014-05-16,3,2,1290,2500,2.0,0.0,4,8,1975_to_1997,98112,47.6229,-122.29799999999999,605000.0,0,0,0,5
17424,2695600005,2014-06-20,2,1,840,4239,1.0,0.0,3,7,pre1950,98126,47.5319,-122.382,325000.0,0,0,0,6
21102,2428100130,2014-12-10,3,2,2760,6187,2.0,0.0,3,10,1997_to_2015,98075,47.5821,-122.04700000000001,834538.0,0,0,0,12
7491,13002495,2014-07-07,3,2,1640,7222,2.0,0.0,4,7,pre1950,98108,47.5215,-122.33,295000.0,0,0,0,7
17649,5589900610,2014-09-18,5,3,2730,9519,1.0,0.0,3,8,1997_to_2015,98155,47.7504,-122.307,559950.0,0,1,0,9
12771,293800410,2014-09-24,4,4,3650,57538,2.0,0.0,3,10,1975_to_1997,98077,47.7711,-122.041,824000.0,0,0,0,9
20842,5288200072,2014-10-01,2,2,1440,725,2.0,0.0,3,8,1997_to_2015,98126,47.5607,-122.37799999999999,427000.0,0,1,0,10
7059,1423400005,2014-08-15,3,1,1370,11658,1.0,0.0,4,6,1950_to_1975,98058,47.4576,-122.182,249950.0,0,0,0,8
13507,6116500366,2015-04-01,3,1,1530,19007,1.0,0.0,4,8,pre1950,98166,47.4508,-122.352,439000.0,0,1,0,4
16661,7626200235,2014-05-23,3,2,1120,5500,1.5,0.0,4,7,pre1950,98136,47.5445,-122.391,464600.0,0,0,0,5
5084,1926059027,2015-01-09,2,1,1440,33747,1.5,0.0,3,7,pre1950,98034,47.7223,-122.209,803000.0,0,0,0,1
571,98020350,2015-01-23,4,4,3200,7708,2.0,0.0,3,10,1997_to_2015,98075,47.5816,-121.97,720000.0,0,0,0,1
1435,4473400045,2014-08-26,3,2,2040,5600,1.0,0.0,5,7,1950_to_1975,98144,47.5959,-122.29299999999999,535000.0,0,1,1,8
9439,2312400230,2014-09-24,3,2,1810,12000,2.0,0.0,3,7,1975_to_1997,98003,47.3476,-122.3,257000.0,0,0,0,9
11718,1254200045,2015-04-22,5,3,2620,5500,1.5,0.0,3,7,pre1950,98117,47.6806,-122.38799999999999,635000.0,0,1,0,4
14749,5028600360,2014-07-25,3,2,1560,6013,2.0,0.0,3,7,1975_to_1997,98023,47.2862,-122.352,213675.0,0,0,0,7
10706,646910560,2015-03-06,3,2,1770,2677,2.0,0.0,3,7,1997_to_2015,98055,47.4339,-122.194,260000.0,0,0,0,3
5445,7227500020,2015-01-23,3,1,1460,5825,1.0,0.0,5,5,pre1950,98056,47.4958,-122.191,259950.0,0,1,0,1
4543,7224500300,2015-03-25,3,1,1240,5250,1.5,0.0,4,6,pre1950,98055,47.4917,-122.206,221000.0,0,0,0,3
12987,2720000120,2014-11-04,3,1,1380,7575,1.0,0.0,4,7,1950_to_1975,98056,47.5139,-122.18700000000001,295000.0,0,0,0,11
7009,1446400670,2014-07-31,3,2,1510,6600,1.0,0.0,3,6,pre1950,98168,47.4821,-122.331,199950.0,0,0,0,7
2064,2296700260,2014-06-26,3,2,1730,8490,1.0,0.0,3,7,1950_to_1975,98034,47.7187,-122.219,460000.0,0,1,0,6
1136,7710100083,2015-02-04,3,1,1020,8437,1.0,0.0,5,6,1975_to_1997,98022,47.2093,-122.0,225000.0,0,0,0,2
9882,5499700045,2014-10-30,3,2,1780,4320,2.0,0.0,4,8,pre1950,98115,47.6809,-122.29299999999999,679000.0,0,0,0,10
10177,1126049105,2014-05-27,4,1,1360,13372,1.0,0.0,3,7,1950_to_1975,98028,47.7622,-122.26299999999999,330000.0,0,0,0,5
294,9297300045,2014-07-09,3,2,1970,4166,2.0,0.0,5,8,pre1950,98126,47.5717,-122.375,550000.0,0,1,1,7
16077,952001495,2015-03-06,4,2,2170,5750,1.0,0.0,3,7,1950_to_1975,98116,47.5668,-122.383,588000.0,0,1,1,3
3998,809002215,2014-05-19,5,2,3370,5000,1.5,0.0,4,7,pre1950,98109,47.6373,-122.35,762000.0,0,1,0,5
9766,2224700045,2014-08-04,6,2,1900,8057,1.0,0.0,4,7,1950_to_1975,98133,47.762,-122.335,375000.0,0,1,0,8
3741,2330000015,2014-08-26,6,2,3140,10250,1.0,0.0,4,8,1950_to_1975,98005,47.6116,-122.169,740000.0,0,1,0,8
